"","sample_size","ESSa","ESSa_seconds","ESSb","ESSb_seconds"
"...44",487,13.0822215931828,0.752296924591064,12.4901756394927,0.535766124725342
"...45",487,12.5214034043842,0.708353042602539,12.2156544771938,0.527128934860229
"...46",487,13.0152900994303,0.746655941009521,12.4964918915393,0.544251918792725
"...47",487,11.7704802584806,0.724748849868774,11.6374298947091,0.520922899246216
"...48",487,11.8714969158492,0.694626808166504,11.2969174913248,0.644529104232788
"...49",487,12.4764143592175,0.681100130081177,11.9302390637465,0.642013072967529
"...50",487,12.7553212030023,0.713390827178955,11.9492484610779,0.534775972366333
"...1",244,13.1255644557148,0.687927007675171,13.4017421135558,0.661372900009155
"...2",244,13.4745690602377,0.666527032852173,12.5001895033862,0.649476051330566
"...3",244,12.5278054578703,0.670001983642578,12.2973603725365,0.664744138717651
"...4",244,12.695740763712,0.672332048416138,12.8082775208643,0.673475027084351
"...5",244,12.6687030779328,0.648377895355225,12.5092779014947,0.605989933013916
"...6",244,12.0009944312278,0.683613061904907,11.3678836195845,0.676692962646484
"...7",244,13.733378403528,0.707262992858887,13.3122382204056,0.648352861404419
"...8",244,12.9698503399764,0.670326948165894,12.085578386123,0.630665063858032
"...9",244,13.1745668055936,0.649678945541382,13.0221643505001,0.627487897872925
"...10",244,12.7173437774088,0.679035902023315,12.8335282646604,0.649123907089233
"...11",244,12.419472953233,0.562783002853394,12.1574145842089,0.587234973907471
"...12",244,11.9118771193543,0.575725078582764,11.9244286469163,0.560528039932251
"...13",244,12.4605787316482,0.564121007919312,12.2646075431287,0.573953151702881
"...14",244,13.0240119511311,0.565915822982788,12.9091096037736,0.615894079208374
"...15",244,11.4806834710777,0.563518047332764,10.9105458370636,0.571483135223389
"...16",244,12.44332465295,0.585925817489624,11.5601000608279,0.588015794754028
"...17",244,14.1720554264195,0.586619853973389,13.466145417084,0.562889099121094
"...18",244,12.9293537376202,0.586530923843384,12.4613456846511,0.601408004760742
"...19",244,12.9577360455696,0.557837009429932,11.945037901286,0.559950113296509
"...20",244,14.104108717425,0.561670064926147,14.8830864786658,0.574424028396606
"...21",244,13.4794993826247,0.577709913253784,12.7935640603059,0.665651082992554
"...22",244,14.2681801460359,0.588881015777588,14.536332698748,0.683522939682007
"...23",244,14.2166529803036,0.576333045959473,13.8482990607329,0.649277925491333
"...24",244,12.9283031648308,0.567860841751099,12.8261891876207,0.658585786819458
"...25",244,12.0071818764032,0.571348905563354,11.3323103634816,0.600430011749268
"...26",244,12.7850961412886,0.597171783447266,12.2309731172943,0.612521171569824
"...27",244,12.7317443232913,0.554520130157471,12.0978440518374,0.679299116134644
"...28",244,13.2986205576346,0.582332849502563,12.3758365783,0.666737079620361
"...29",244,11.433797295823,0.59326696395874,10.6839801525801,0.648272037506104
"...30",244,12.4870142743951,0.592080116271973,12.0471990042684,0.677868127822876
"...31",244,13.8048137620378,0.654268980026245,13.0833563925506,0.587090969085693
"...32",244,12.9335701836268,0.659323930740356,12.5591373843995,0.617421865463257
"...33",244,11.8808456660021,0.679062128067017,12.0536170465302,0.58412504196167
"...34",244,12.6549927383433,0.675916910171509,12.3679735924481,0.578918933868408
"...35",244,13.1089676673885,0.528747081756592,12.407421203148,0.609256982803345
"...36",244,11.4721995592968,0.653857946395874,10.9509676122386,0.592115879058838
"...37",244,13.2130673722419,0.662467956542969,12.7281924299212,0.580895185470581
"...38",244,12.5008908078424,0.630522966384888,11.8951878093886,0.59808611869812
"...39",244,13.3527637734734,0.596801042556763,13.0413511303838,0.601169109344482
"...40",244,13.3430148853054,0.632697105407715,12.9121014701906,0.607515096664429
"...41",244,12.6386829039476,0.553457975387573,12.0467655449031,0.55969500541687
"...42",244,11.7851851543224,0.575812101364136,11.8019132156764,0.536616086959839
"...43",244,12.4291014815767,0.587981939315796,11.8072278834005,0.481094121932983
"...44",244,13.3785079192428,0.611570835113525,12.5341284613905,0.480406999588013
"...45",244,12.2948859848519,0.528630018234253,12.4278532566468,0.496115922927856
"...46",244,13.1332072157485,0.564172029495239,13.2515011336368,0.531505107879639
"...47",244,12.7342552266153,0.586083889007568,12.2427911640463,0.525121927261353
"...48",244,11.0245780663526,0.598206043243408,10.7921989380236,0.551280975341797
"...49",244,11.1311530914331,0.560133934020996,10.5806816159751,0.548593997955322
"...50",244,12.5179332972435,0.57806396484375,11.9751315306154,0.558205842971802
